표준코드,제품코드,제품명,규격,단위,상한금액,업체명,주성분코드,주성분명,투여,분류
8806655036232,665503621,유니페낙주(디클로페낙나트륨) (수출명:ALFENAL Inj)_(75mg/2mL),2,mL/앰플,565,한국유니온제약(주),143535BIJ,diclofenac sodium   75mg(37.5mg/mL),주사,114
8806655038038,665503800,조바코정(심바스타틴)_(20mg/1정),1,정,570,한국유니온제약(주),227801ATB,simvastatin   20mg,내복,218
8806655038335,665503830,지나틴캡슐(니자티딘)_(0.15g/1캡슐),1,캡슐,353,한국유니온제약(주),202701ACH,nizatidine   0.15g,내복,232
8806655040529,665504051,케포돈1그람주(세파제돈나트륨)_(1g/1병),1,병,6047,한국유니온제약(주),130001BIJ,cephazedone sodium   1g,주사,618
8806655041632,665504160,크로피겔정(클로피도그렐황산염)_(97.875mg/1정),1,정,989,한국유니온제약(주),136901ATB,clopidogrel bisulfate (as clopidogrel   75mg),내복,218
8806655041847,665504180,클라목실정(아목시실린:클라불란산칼륨(7:1))_(1정),1,정,278,한국유니온제약(주),462000ATB,amoxicillin   0.4375g,내복,618
8806655043124,665504310,타이론정(티로프라미드염산염)_(0.1g/1정),1,정,115,한국유니온제약(주),240301ATB,tiropramide hydrochloride   0.1g,내복,124
8806655047832,665504780,포부틴정(트리메부틴말레산염)_(0.15g/1정),1,정,103,한국유니온제약(주),244305ATB,trimebutine maleate   0.15g,내복,239
8806655048914,665504891,프로신주(레보플록사신수화물)_(0.25623g/50mL),50,mL/병,8858,한국유니온제약(주),183233BIJ,levofloxacin   0.25g(5mg/mL),주사,629
8806655049010,665504901,프로신주(레보플록사신수화물)_(0.51246g/100mL),100,mL/병,14248,한국유니온제약(주),183234BIJ,levofloxacin   0.5g(5mg/mL),주사,629
8806655049034,665504903,프로신주(레보플록사신수화물)_(0.51246g/100mL),100,mL/백,14248,한국유니온제약(주),183234BIJ,levofloxacin   0.5g(5mg/mL),주사,629
8806655050221,665505020,피오그린정(피오글리타존염산염)_(16.53mg/1정),1,정,551,한국유니온제약(주),431901ATB,pioglitazone hydrochloride (as pioglitazone   15mg),내복,396
8806655050818,665505081,헤데판시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),500(1),mL/병,34,한국유니온제약(주),150045ASY,ivy leaf 70% ethanol fluid ext.   10g(20mg/mL),내복,222
8806655051525,665505150,후루날캡슐(플루코나졸)(수출명:FLUCON Cap.)_(50mg/1캡슐),1,캡슐,1782,한국유니온제약(주),159903ACH,fluconazole   50mg,내복,629
8806655053642,665505363,유니온반코마이신주1그램(반코마이신염산염)_(1g/1병),1,병,14344,한국유니온제약(주),247203BIJ,vancomycin hydrochloride   1g,주사,611
8806655053925,665505392,레보세티린액(레보세티리진염산염)_(0.25g/500mL),500(1),mL/병,40,한국유니온제약(주),463637ALQ,levocetirizine dihydrochloride   0.25g(0.5mg/mL),내복,141
8806655054021,665505400,아트라센정_(1정),1,정,189,한국유니온제약(주),513000ATB,acetaminophen   0.325g,내복,114
8806655059620,665505962,유니헥솔주300(이오헥솔)_(64.7g/100mL),100,mL/병,46609,한국유니온제약(주),176342BIJ,iohexol   64.7g(0.647g/mL),주사,721
8806655059651,665505965,유니헥솔주300(이오헥솔)_(84.11g/130mL),130,mL/병,64333,한국유니온제약(주),176344BIJ,iohexol   84.11g(0.647g/mL),주사,721
8806655059668,665505966,유니헥솔주300(이오헥솔)_(97.05g/150mL),150,mL/병,75150,한국유니온제약(주),176345BIJ,iohexol   97.05g(0.647g/mL),주사,721
8806655059729,665505972,유니헥솔주350(이오헥솔)_(75.5g/100mL),100,mL/병,54600,한국유니온제약(주),176343BIJ,iohexol   75.5g(0.755g/mL),주사,721
8806655059736,665505973,유니헥솔주350(이오헥솔)_(90.6g/120mL),120,mL/병,65400,한국유니온제약(주),176362BIJ,iohexol   90.6g(0.755g/mL),주사,721
8806655059750,665505975,유니헥솔주350(이오헥솔)_(113.25g/150mL),150,mL/병,79731,한국유니온제약(주),176348BIJ,iohexol   113.25g(0.755g/mL),주사,721
8806655059767,665505976,유니헥솔주350(이오헥솔)_(377.5g/500mL),500,mL/병,273000,한국유니온제약(주),176351BIJ,iohexol   377.5g(0.755g/mL),주사,721
8806655061432,665506143,히론아이점안액(히알루론산나트륨)_(6mg/6mL),6,mL/병,2664,한국유니온제약(주),530021COS,sodium hyaluronate   6mg(1mg/mL),외용,131
8806655061456,665506145,히론아이점안액(히알루론산나트륨)_(10mg/10mL),10,mL/병,4440,한국유니온제약(주),530029COS,sodium hyaluronate   10mg(1mg/mL),외용,131
8806655063139,665506310,"유니온리도카인·에피네프린주(1:100,000)_(1.8mL)",1.8,mL/앰플,356,한국유니온제약(주),314300BIJ,epinephrine bitartrate (as epinephrine   18μg(10μg/mL)),주사,121
8806655063429,665506340,리마스타정(리마프로스트알파덱스)_(0.16667mg/1정),1,정,274,한국유니온제약(주),184101ATB,limaprost α-cyclodextrin (as limaprost   5μg),내복,219
8806655063528,665506350,유니온아스피린장용정_(0.1g/1정),1,정,77,한국유니온제약(주),111001ATE,aspirin(enteric coated) (as aspirin   0.1g),내복,219
8806655063610,665506361,디프로펜시럽(덱시부프로펜)_(6g/500mL),500(1),mL/병,29,한국유니온제약(주),142334ASY,dexibuprofen   6g(12mg/mL),내복,114
8806655064136,665506410,뉴란소캡슐30밀리그램(란소프라졸과립)_(30mg/1캡슐),1,캡슐,745,한국유니온제약(주),181301ACE,lansoprazole granule (as lansoprazole   30mg),내복,232
8806655064211,665506421,클라목실듀오건조시럽(아목시실린.클라불란산칼륨(7:1))_(50mL),50(1),mL/병,69,한국유니온제약(주),535000ASY,amoxicillin   2g(40mg/mL),내복,618
8806655064334,665506430,뉴란소캡슐15밀리그램(란소프라졸)_(15mg/1캡슐),1,캡슐,498,한국유니온제약(주),181302ACE,lansoprazole granule (as lansoprazole   15mg),내복,232
8806655064419,665506440,유니포지정5/160밀리그램_(1정),1,정,840,한국유니온제약(주),492800ATB,amlodipine besylate (as amlodipine   5mg),내복,214
8806655064518,665506450,유니포지정5/80밀리그램_(1정),1,정,684,한국유니온제약(주),492900ATB,amlodipine besylate (as amlodipine   5mg),내복,214
8806655065416,665506541,프로신점안액(레보플록사신수화물)_(25mg/5mL),5,mL/병,3370,한국유니온제약(주),183230COS,levofloxacin   25mg(5mg/mL),외용,131
8806655065423,665506542,프로신점안액(레보플록사신수화물)_(30mg/6mL),6,mL/병,4044,한국유니온제약(주),183231COS,levofloxacin   30mg(5mg/mL),외용,131
8806655065522,665506551,유니히알주(프리필드)(히알루론산나트륨)_(20mg/2mL),2,mL/관,15200,한국유니온제약(주),530045BIJ,sodium hyaluronate   20mg(10mg/mL),주사,399
8806655065621,665506560,글리메틴정(글리메피리드)_(2mg/1정),1,정,157,한국유니온제약(주),165702ATB,glimepiride   2mg,내복,396
8806655066529,665506650,유니브렉스캡슐(세레콕시브)_(0.2g/1캡슐),1,캡슐,521,한국유니온제약(주),347701ACH,celecoxib   0.2g,내복,114
8806655066727,665506670,유니셀론패취10(리바스티그민)_(3.15X3.2㎠/1매),1,매,1348,한국유니온제약(주),224507CPC,rivastigmine   9.5mg for 24h,외용,119
8806655067427,665506742,메톨론점안액(플루오로메톨론)_(6mg/6mL),6,mL/병,2122,한국유니온제약(주),161238COS,fluorometholone   6mg(1mg/mL),외용,131
8806655067519,665506751,프로신주(레보플록사신수화물)_(0.76869g/150mL),150,mL/병,18429,한국유니온제약(주),183235BIJ,levofloxacin   0.75g(5mg/mL),주사,629
8806655067526,665506752,프로신주(레보플록사신수화물)_(0.76869g/150mL),150,mL/백,18429,한국유니온제약(주),183235BIJ,levofloxacin   0.75g(5mg/mL),주사,629
8806655067625,665506760,아토르반정20mg(아토르바스타틴칼슘삼수화물)_(21.69mg/1정),1,정,654,한국유니온제약(주),111502ATB,atorvastatin calcium (as atorvastatin   20mg),내복,218
8806655067717,665506771,유니시프로사신주사(시프로플록사신)_(0.4g/200mL),200,mL/병,12135,한국유니온제약(주),134135BIJ,ciprofloxacin   0.4g(2mg/mL),주사,629
8806655067816,665506780,유니시움정20mg(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),1,정,649,한국유니온제약(주),367201ATB,esomeprazole magnesium (as esomeprazole   20mg),내복,232
8806655067915,665506790,유니시움정40mg(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),1,정,916,한국유니온제약(주),367202ATB,esomeprazole magnesium (as esomeprazole   40mg),내복,232
8806655068325,665506830,유니카캡슐75mg(프레가발린)_(75mg/1캡슐),1,캡슐,467,한국유니온제약(주),480401ACH,pregabalin   75mg,내복,119
8806655068615,665506860,텔미듀엣정 80/5mg_(1정),1,정,725,한국유니온제약(주),511500ATB,amlodipine besylate (as amlodipine   5mg),내복,214
8806655068721,665506870,유니카캡슐150mg(프레가발린)_(0.15g/1캡슐),1,캡슐,595,한국유니온제약(주),480402ACH,pregabalin   0.15g,내복,119
8806655068820,665506881,유니큐펨주1g(메로페넴수화물)_(1g/1병),1,병,15843,한국유니온제약(주),190703BIJ,meropenem   1g,주사,618
8806655068912,665506890,텔미듀엣정 40/5mg_(1정),1,정,600,한국유니온제약(주),511600ATB,amlodipine besylate (as amlodipine   5mg),내복,214
8806655069124,665506910,로수타틴정10mg(로수바스타틴칼슘)_(10.4mg/1정),1,정,520,한국유니온제약(주),454001ATB,rosuvastatin calcium (as rosuvastatin   10mg),내복,218
8806655069322,665506930,유니도스캡슐(에르도스테인)_(0.3g/1캡슐),1,캡슐,196,한국유니온제약(주),153101ACH,erdosteine   0.3g,내복,222
8806655069520,665506950,진코넥신정_(1정),1,정,471,한국유니온제약(주),506100ATB,cilostazol   0.1g,내복,339
8806655069827,665506981,유니티악손주2g(세프트리악손나트륨수화물)_(2g/1병),1,병,13488,한국유니온제약(주),128803BIJ,ceftriaxone sodium hydrate   2g,주사,618
8806655070229,665507020,유니비디캡슐_(1캡슐),1,캡슐,221,한국유니온제약(주),448000ACH,biphenyl dimethyl dicarboxylate   12.5mg,내복,391
8806655070311,665507030,유니안트디정_(1정),1,정,478,한국유니온제약(주),674500ATB,bazedoxifene acetate (as bazedoxifene   20mg),내복,399
8806655070410,665507040,테노비르정(테노포비르디소프록실푸마르산염)_(0.3g/1정),1,정,2129,한국유니온제약(주),493901ATB,tenofovir disoproxil fumarate   0.3g (as tenofovir disoproxil   0.245g),내복,629
8806655070625,665507060,유니옥트정(알티옥트산트로메타민염)_(0.48g/1정),1,정,707,한국유니온제약(주),524901ATB,R-thioctic acid tromethamine   0.48g,내복,399
8806655070724,665507070,유니펜틴캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),1,캡슐,168,한국유니온제약(주),164201ACH,gabapentin   0.1g,내복,113
8806655070830,665507080,유니펜틴캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),1,캡슐,346,한국유니온제약(주),164202ACH,gabapentin   0.3g,내복,113
8806655070915,665507090,유니라베프정20밀리그램(라베프라졸나트륨)_(20mg/1정),1,정,909,한국유니온제약(주),222202ATE,rabeprazole sodium   20mg,내복,232
8806655071011,665507100,유니라베프정10밀리그램(라베프라졸나트륨)_(10mg/1정),1,정,454,한국유니온제약(주),222201ATE,rabeprazole sodium   10mg,내복,232
8806655071615,665507160,유니온도네페질정10밀리그램(도네페질염산염)_(10mg/1정),1,정,2091,한국유니온제약(주),148601ATB,donepezil hydrochloride   10mg,내복,119
8806655071714,665507170,유니온도네페질정5밀리그램(도네페질염산염)_(5mg/1정),1,정,1562,한국유니온제약(주),148602ATB,donepezil hydrochloride   5mg,내복,119
8806655073121,665507312,유니파딘점안액0.1%(올로파타딘염산염)_(6.66mg/6mL),6,mL/병,6282,한국유니온제약(주),391737COS,olopatadine hydrochloride (as olopatadine   6mg(1mg/mL)),외용,131
8806655073923,665507390,유니몬스트정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),1,정,658,한국유니온제약(주),374602ATB,montelukast sodium (as montelukast   10mg),내복,149
8806655074029,665507400,유니몬스트츄정5밀리그램(몬테루카스트나트륨)_(5.2mg/1정),1,정,658,한국유니온제약(주),374601ATB,montelukast sodium (as montelukast   5mg),내복,149
8806655074227,665507420,유니세레인캡슐(디아세레인)_(50mg/1캡슐),1,캡슐,180,한국유니온제약(주),142802ACH,diacerhein   50mg,내복,399
8806655074326,665507431,유니큐펨주500mg(메로페넴수화물)_(0.5g/1병),1,병,10592,한국유니온제약(주),190702BIJ,meropenem   0.5g,주사,618
8806655074425,665507440,리피그렐서방정300밀리그램(사르포그렐레이트염산염)_(0.3g/1정),1,정,858,한국유니온제약(주),226103ATR,sarpogrelate hydrochloride   0.3g,내복,339
8806655074517,665507451,유니이반드론주(이반드론산나트륨일수화물)_(3.375mg/3mL),3,mL/관,54246,한국유니온제약(주),480330BIJ,ibandronic acid monosodium salt monohydrate (as ibandronic acid   3mg(1mg/mL)),주사,399
8806655074623,665507461,유니페라탐주2.25그램(피페라실린나트륨·타조박탐나트륨)_(1병),1,병,5030,한국유니온제약(주),329500BIJ,piperacillin sodium   2g,주사,618
8806655074722,665507471,유니페라탐주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병),1,병,7283,한국유니온제약(주),329600BIJ,piperacillin sodium   4g,주사,618
8806655075620,665507561,유니몬스트세립4밀리그램(몬테루카스트나트륨)_(4.16mg/1포),1,포,591,한국유니온제약(주),374603AGN,montelukast sodium (as montelukast   4mg),내복,149
8806655076023,665507600,유니캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),1,캡슐,230,한국유니온제약(주),189701ACH,meloxicam   7.5mg,내복,114
8806655076412,665507640,유니콜린연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),1,캡슐,445,한국유니온제약(주),138101ACS,choline alfoscerate   0.4g,내복,119
8806655076719,665507670,유니톡연질캡슐10밀리그램(알리트레티노인)_(10mg/1캡슐),1,캡슐,2833,한국유니온제약(주),624001ACS,alitretinoin   10mg,내복,311
8806655077327,665507731,유니온케토롤락주(케토롤락트로메타민염)_(30mg/1mL),1,mL/앰플,863,한국유니온제약(주),180033BIJ,ketorolac tromethamine   30mg(30mg/mL),주사,114
8806655077822,665507780,뉴로탄정100mg(로사르탄칼륨)_(0.1g/1정),1,정,688,한국유니온제약(주),185702ATB,losartan potassium (as losartan   91.6mg),내복,214
8806655079529,665507950,유니온툴로부테롤패취0.5밀리그램_(2.5㎠/1매),1,매,263,한국유니온제약(주),452101CPC,tulobuterol   0.5mg,외용,222
8806655079628,665507960,유니온툴로부테롤패취1밀리그램_(5㎠/1매),1,매,394,한국유니온제약(주),452102CPC,tulobuterol   1mg,외용,222
8806655079727,665507970,유니온툴로부테롤패취2밀리그램_(10㎠/1매),1,매,612,한국유니온제약(주),452103CPC,tulobuterol   2mg,외용,222
8806655079826,665507980,진코넥정40밀리그램(은행엽건조엑스)_(40mg/1정),1,정,128,한국유니온제약(주),165303ATB,ginkgo biloba leaf ext.   40mg,내복,219
8806655080136,665508010,유니메가미니연질캡슐(오메가-3-산에틸에스테르90)_(2g/80캡슐),80,캡슐/포,505,한국유니온제약(주),679401ACS,"omega-3-acid ethyl esters90   2g (as EPA ethylester   0.92g, DHA ethylester   0.76g)",내복,218
8806655080426,665508040,진코넥정80밀리그램(은행엽건조엑스)_(80mg/1정),1,정,185,한국유니온제약(주),165305ATB,ginkgo biloba leaf ext.   80mg,내복,219
8806655082338,665508230,아트라센세미정_(1정),1,정,126,한국유니온제약(주),480600ATB,acetaminophen   0.1625g,내복,114
8806655083120,665508310,시타유니정25밀리그램(시타글립틴염산염수화물)_(28.35mg/1정),1,정,200,한국유니온제약(주),694201ATB,sitagliptin hydrochloride hydrate (as sitagliptin   25mg),내복,396
8806655083229,665508320,시타유니정50밀리그램(시타글립틴염산염수화물)_(56.7mg/1정),1,정,301,한국유니온제약(주),694202ATB,sitagliptin hydrochloride hydrate (as sitagliptin   50mg),내복,396
8806655083328,665508330,시타유니정100밀리그램(시타글립틴염산염수화물)_(0.1134g/1정),1,정,453,한국유니온제약(주),694203ATB,sitagliptin hydrochloride hydrate (as sitagliptin   0.1g),내복,396
8806655083519,665508350,유콕시아정30밀리그램(에토리콕시브)_(30mg/1정),1,정,264,한국유니온제약(주),636901ATB,etoricoxib   30mg,내복,114
8806655084219,665508420,유니페니돈정200밀리그램(피르페니돈)_(0.2g/1정),1,정,2100,한국유니온제약(주),620301ATB,pirfenidone   0.2g,내복,229
8806655084318,665508430,유니페니돈정400밀리그램(피르페니돈)_(0.4g/1정),1,정,3300,한국유니온제약(주),620302ATB,pirfenidone   0.4g,내복,229
8806655084721,665508470,유니베포타서방정(베포타스틴베실산염)_(20mg/1정),1,정,326,한국유니온제약(주),453904ATR,bepotastine besilate (as bepotastine   14.22mg),내복,141
8806655084820,665508480,듀얼로우정60/2.5밀리그램_(1정),1,정,536,한국유니온제약(주),716100ATB,fimasartan potassium trihydrate (as fimasartan potassium   60mg),내복,214
8806655084929,665508490,듀얼로우정30/2.5밀리그램_(1정),1,정,516,한국유니온제약(주),744900ATB,fimasartan potassium trihydrate (as fimasartan potassium   30mg),내복,214
8806655085025,665508501,유플라마주(플루마제닐)_(0.5mg/5mL),5,mL/앰플,15874,한국유니온제약(주),160431BIJ,flumazenil   0.5mg(0.1mg/mL),주사,392
8806655085117,665508510,"다파씨글로정10/100밀리그램(다파글리플로진프로판디올수화물,시타글립틴인산염수화물)_(1정)",1,정,846,한국유니온제약(주),706900ATB,dapagliflozin propanediol hydrate (as dapagliflozin   10mg),내복,396
8806655085216,665508520,뉴란소엑스정30/600밀리그램_(1정),1,정,910,한국유니온제약(주),718400ATB,calcium carbonate(precipitated)   0.6g,내복,232
8806655085315,665508530,시타유니듀오정50/850밀리그램_(1정),1,정,371,한국유니온제약(주),705300ATB,metformin hydrochloride   0.85g,내복,396
8806655085414,665508540,시타유니듀오정50/500밀리그램_(1정),1,정,371,한국유니온제약(주),705200ATB,metformin hydrochloride   0.5g,내복,396
8806655085513,665508550,시타유니듀오정50/1000밀리그램_(1정),1,정,377,한국유니온제약(주),705100ATB,metformin hydrochloride   1g,내복,396
8806655085629,665508560,유니브렉스캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),1,캡슐,213,한국유니온제약(주),347702ACH,celecoxib   0.1g,내복,114
8806655085728,665508571,케포돈2그램주(세파제돈나트륨)_(2g/1병),1,병,9575,한국유니온제약(주),130002BIJ,cephazedone sodium   2g,주사,618
8806655085827,665508580,유니일라플러스정_(1정),1,정,567,한국유니온제약(주),724600ATB,celecoxib   0.1g,내복,114
8806655085926,665508591,케포돈0.5그램주(세파제돈나트륨)_(0.5g/1병),1,병,2504,한국유니온제약(주),130003BIJ,cephazedone sodium   0.5g,주사,618
8806655086022,665508601,라모제아주0.3밀리그램(라모세트론염산염)_(0.3mg/2mL),2,mL/병,21630,한국유니온제약(주),222630BIJ,ramosetron hydrochloride   0.3mg(0.15mg/mL),주사,235
8806655087715,665508770,"뉴란소엑스정15/600밀리그램(란소프라졸,침강탄산칼슘)_(1정)",1,정,619,한국유니온제약(주),740900ATB,calcium carbonate(precipitated)   0.6g,내복,232
8806656000317,665600031,크라비트점안액(레보플록사신 수화물)_(25mg/5mL),5,mL/병,3265,한국산텐제약(주),183230COS,levofloxacin   25mg(5mg/mL),외용,131
8806656000812,665600081,타리비드안연고(오플록사신)_(10.5mg/3.5g),3.5,g/개,2618,한국산텐제약(주),203934COO,ofloxacin   10.5mg(3mg/g),외용,131
8806656000911,665600091,타플로탄점안액0.0015%(타플루프로스트)_(37.5μg/2.5mL),2.5,mL/병,19630,한국산텐제약(주),509031COS,tafluprost   37.5μg(15μg/mL),외용,131
8806656001017,665600101,디쿠아스점안액3%(디쿠아포솔나트륨)_(0.15g/5mL),5,mL/병,2570,한국산텐제약(주),617330COS,diquafosol sodium   0.15g(30mg/mL),외용,131
8806656001123,665600111,타플로탄-에스점안액0.0015%(타플루프로스트)_(4.5μg/0.3mL),0.3,mL/관,1300,한국산텐제약(주),509030COS,tafluprost   4.5μg(15μg/mL),외용,131
8806656001215,665600121,히아레인0.3점안액(히알루론산나트륨)_(15mg/5mL),5,mL/병,4055,한국산텐제약(주),530039COS,sodium hyaluronate   15mg(3mg/mL),외용,131
8806656001314,665600131,타프콤점안액_(2.5mL),2.5,mL/병,19626,한국산텐제약(주),801000COS,tafluprost   37.5μg(15μg/mL),외용,131
8806656001413,665600141,타리비드점안액(오플록사신)_(15mg/5mL),5,mL/병,2543,한국산텐제약(주),203936COS,ofloxacin   15mg(3mg/mL),외용,131
8806656001512,665600151,티모프틱엑스이0.5%점안액(티몰롤말레산염)_(17.1mg/2.5mL),2.5,mL/병,6547,한국산텐제약(주),239634COS,timolol maleate (as timolol   12.5mg(5mg/mL))(1회/1일),외용,131
8806656001611,665600161,코솝점안액_(5mL),5,mL/병,10955,한국산텐제약(주),538300COS,dorzolamide hydrochloride (as dorzolamide   0.1g(20mg/mL)),외용,131
8806656001710,665600171,티모프틱0.5%점안액(티몰롤말레산염)_(34.15mg/5mL),5,mL/병,9679,한국산텐제약(주),239636COS,timolol maleate (as timolol   25mg(5mg/mL)),외용,131
8806656001819,665600181,트루솝점안액(도르졸라미드염산염)_(0.1113g/5mL),5,mL/병,7998,한국산텐제약(주),148830COS,dorzolamide hydrochloride (as dorzolamide   0.1g(20mg/mL)),외용,131
8806656001925,665600191,코솝에스점안액_(0.2mL),0.2,mL/관,726,한국산텐제약(주),541500COS,dorzolamide hydrochloride (as dorzolamide   4mg(20mg/mL)),외용,131
8806656002014,665600201,산텐히아레인0.1점안액(히알루론산나트륨)_(5mg/5mL),5,mL/병,2107,한국산텐제약(주),530020COS,sodium hyaluronate   5mg(1mg/mL),외용,131
8806656002113,665600211,산텐가리유니점안액(피레녹신)_(0.25mg/5mL),5,mL/병,480,한국산텐제약(주),213630COS,pirenoxine   0.25mg(50μg/mL),외용,131
8806656002212,665600221,산텐알레기살점안액(페미로라스트칼륨)_(5mg/5mL),5,mL/병,4090,한국산텐제약(주),209630COS,pemirolast potassium   5mg(1mg/mL),외용,131
8806656002328,665600231,아이커비스점안액0.1%(시클로스포린)(1회용)_(0.3mg/0.3mL),0.3,mL/관,1933,한국산텐제약(주),475131COS,cyclosporin   0.3mg(1.0mg/mL),외용,131
8806656002410,665600241,산텐미드린피점안액_(10mL),10,mL/병,3130,한국산텐제약(주),539000COS,phenylephrine hydrochloride   50mg(5mg/mL),외용,131
8806656002519,665600251,산텐플루메토론0.1점안액(플루오로메톨론)_(5mg/5mL),5,mL/병,1768,한국산텐제약(주),161237COS,fluorometholone   5mg(1mg/mL),외용,131
8806656002618,665600261,산텐플루메토론0.02점안액(플루오로메톨론)_(1mg/5mL),5,mL/병,1165,한국산텐제약(주),161232COS,fluorometholone   1mg(0.2mg/mL),외용,131
8806656002724,665600271,히아레인미니점안액0.1%(히알루론산나트륨)(1회용)_(0.5mg/0.5mL),0.5,mL/관,197,한국산텐제약(주),530002COS,sodium hyaluronate   0.5mg(1mg/mL),외용,131
8806656002823,665600281,히아레인미니점안액0.3%(히알루론산나트륨)(1회용)_(1.5mg/0.5mL),0.5,mL/관,392,한국산텐제약(주),530063COS,sodium hyaluronate   1.5mg(3mg/mL),외용,131
8806656002915,665600291,크라비트점안액1.5%(레보플록사신수화물)_(75mg/5mL),5,mL/병,6604,한국산텐제약(주),183243COS,levofloxacin   75mg(15mg/mL),외용,131
8806656003011,665600301,에이베리스점안액0.002%(오미데네팍이소프로필)_(0.05mg/2.5mL),2.5,mL/병,13628,한국산텐제약(주),692801COS,omidenepag isopropyl   0.05mg(0.02mg/mL),외용,131
8806656003127,665600311,타프콤점안액(1회용)_(0.3mL),0.3,mL/관,1910,한국산텐제약(주),687500COS,tafluprost   4.5μg(15μg/mL),외용,131
8806656003219,665600321,알레지온점안액0.05%(에피나스틴염산염)_(2.5mg/5mL),5,mL/병,5518,한국산텐제약(주),152530COS,epinastine hydrochloride   2.5mg(0.5mg/mL),외용,131
8806656003417,665600341,로프레사점안액0.02%(네타르수딜메실산염)_(0.71225mg/2.5mL),2.5,mL/병,10086,한국산텐제약(주),736101COS,netarsudil mesylate (as netarsudil   0.5mg(0.2mg/mL)),외용,131
8806656003523,665600351,에이베리스점안액0.002%(오미데네팍이소프로필)(1회용)_(6μg/0.3mL),0.3,mL/관,1900,한국산텐제약(주),692802COS,omidenepag isopropyl   6μg(0.02mg/mL),외용,131
8806656003615,665600361,알레지온엘엑스점안액0.1%(에피나스틴염산염)_(5mg/5mL),5,mL/병,8277,한국산텐제약(주),152532COS,epinastine hydrochloride   5mg(1mg/mL),외용,131
8806663001024,666300101,그라신300프리필드시린지주(필그라스팀)_(0.3mg/0.7mL),0.7,mL/관,103189,한국쿄와기린(주),158933BIJ,filgrastim   0.3mg(0.42857mg/mL),주사,339
8806663001123,666300111,그라신프리필드시린지주(필그라스팀)_(75μg/0.3mL),0.3,mL/관,34011,한국쿄와기린(주),158930BIJ,filgrastim   75μg(0.25mg/mL),주사,339
8806663001222,666300121,그라신프리필드시린지주(필그라스팀)_(0.15mg/0.6mL),0.6,mL/관,68035,한국쿄와기린(주),158931BIJ,filgrastim   0.15mg(0.25mg/mL),주사,339
8806663002427,666300241,로이나제주(엘아스파라기나제)_(10000KU/1병),1,병,39351,한국쿄와기린(주),181401BIJ,"L-asparaginase   10,000Kyowa unit",주사,421
8806663002724,666300272,로미플레이트주250마이크로그램(로미플로스팀)_(0.375mg/1병),1,병,376881,한국쿄와기린(주),615401BIJ,romiplostim   0.25mg,주사,339
8806663002915,666300291,뉴라스타프리필드시린지주(페그필그라스팀)_(6mg/0.6mL),0.6,mL/관,535027,한국쿄와기린(주),618830BIJ,pegfilgrastim   6mg(10mg/mL),주사,339
8806663003035,666300300,알레락정5㎎(염산올로파타딘)_(5mg/1정),1,정,153,한국쿄와기린(주),391703ATB,olopatadine hydrochloride   5mg,내복,149
8806663003219,666300321,네스프 프리필드시린지주 120(다베포에틴알파)_(0.12mg/0.5mL),0.5,mL/관,47078,한국쿄와기린(주),455739BIJ,darbepoetin α   0.12mg(0.24mg/mL),주사,249
8806663003318,666300331,네스프 프리필드시린지주 40(다베포에틴알파)_(40μg/0.5mL),0.5,mL/관,25412,한국쿄와기린(주),455737BIJ,darbepoetin α   40μg(80μg/mL),주사,249
8806663003417,666300341,네스프 프리필드시린지주 20(다베포에틴알파)_(20μg/0.5mL),0.5,mL/관,17354,한국쿄와기린(주),455735BIJ,darbepoetin α   20μg(40μg/mL),주사,249
8806663003516,666300351,네스프 프리필드시린지주 30(다베포에틴알파)_(30μg/0.5mL),0.5,mL/관,21669,한국쿄와기린(주),455736BIJ,darbepoetin α   30μg(60μg/mL),주사,249
8806663003615,666300361,네스프 프리필드시린지주 60(다베포에틴알파)_(60μg/0.5mL),0.5,mL/관,31491,한국쿄와기린(주),455738BIJ,darbepoetin α   60μg(0.12mg/mL),주사,249
8806663003714,666300371,"크리스비타주사액30밀리그램(부로수맙,유전자재조합)_(30mg/1병)",1,mL/병,7999595,한국쿄와기린(주),691701BIJ,burosumab   30mg(30mg/mL),주사,399
8806663003813,666300381,"크리스비타주사액20밀리그램(부로수맙,유전자재조합)_(20mg/1병)",1,mL/병,5333064,한국쿄와기린(주),691702BIJ,burosumab   20mg(20mg/mL),주사,399
8806663003912,666300391,"크리스비타주사액10밀리그램(부로수맙,유전자재조합)_(10mg/1병)",1,mL/병,2666531,한국쿄와기린(주),691703BIJ,burosumab   10mg(10mg/mL),주사,399
8806663004032,666300400,네폭실캡슐500mg(구연산제이철수화물)_(0.5g/1캡슐),1,캡슐,377,한국쿄와기린(주),710501ACH,ferric citrate hydrate   0.5g,내복,219
